source, within1, within2, between
retweet_rm_clust.txt, 0.0612321562078, 0.0365022508683, 0.0330612855302
mentions_rm_clust.txt, 0.0353320412195, 0.690702967222, 0.024400487401
replies_rm_clust.txt, 0.029868890296, 0.0396884437926, 0.0246293498605
retweet_rm_lelp_clust.txt, 0.0272682656817, 0.0656039975073, 0.0289828794745
mentions_rm_lelp_clust.txt, 0.0362646219688, 0.0439819210299, 0.0221631929214
replies_rm_lelp_clust.txt, 0.0286676248668, 0.041165344985, 0.0255778000379
